Date,US_GDP_QoQ_Ann,PCE_Prices,GDP_Trend,PCE_Trend,Regime
2000-02-01,0.0145117363490552,0.0256873791305809,,,Insufficient Data
2000-03-01,0.0145117363490552,0.0293087996415166,,,Insufficient Data
2000-04-01,0.0728515125254105,0.0235099014730268,,,Insufficient Data
2000-05-01,0.0728515125254105,0.0236894880508049,0.0388931841175702,-0.00018464940879813624,"Rising Growth, Falling Inflation"
2000-06-01,0.0728515125254105,0.0268426475092586,0.0583397761763553,-0.002817410375018651,"Rising Growth, Falling Inflation"
2000-07-01,0.0040773034542436,0.0266881430773289,0.015968447760514565,-0.00042860053591063305,"Rising Growth, Falling Inflation"
2000-08-01,0.0040773034542436,0.0247546709541497,-0.02640288065532617,0.0005924241251296369,"Slowing Growth, Rising Inflation"
2000-09-01,0.0040773034542436,0.0254809617854627,-0.0687742090711669,0.0009605795946170011,"Slowing Growth, Rising Inflation"
2000-10-01,0.0238815517112662,0.0251485612651491,-0.03924805662843706,-0.0006120282108769692,"Slowing Growth, Falling Inflation"
2000-11-01,0.0238815517112662,0.0256632779568559,-0.00972190418570723,-0.0006642201777565006,"Slowing Growth, Falling Inflation"
2000-12-01,0.0238815517112662,0.0248477935214324,0.0198042482570226,-0.0004213810245013022,"Rising Growth, Falling Inflation"
2001-01-01,-0.0131119523056066,0.0270144323679775,0.0008716641657241318,0.0007137699471681004,"Rising Growth, Rising Inflation"
2001-02-01,-0.0131119523056066,0.0253719719637659,-0.018060919925574334,0.00031379894856936597,"Slowing Growth, Rising Inflation"
2001-03-01,-0.0131119523056066,0.0210870008842938,-0.0369935040168728,-0.0007287425091334031,"Slowing Growth, Falling Inflation"
2001-04-01,0.0249801172097532,0.0237323675181089,-0.011964979506128598,-0.002444721160032401,"Slowing Growth, Falling Inflation"
2001-05-01,0.0249801172097532,0.0255764913951432,0.0130635450046156,-0.0022794460185433,"Rising Growth, Falling Inflation"
2001-06-01,0.0249801172097532,0.0239173468557636,0.0380920695153598,-8.239981567383092e-05,"Rising Growth, Falling Inflation"
2001-07-01,-0.0160255678127629,0.0210173250923058,0.011726151336067836,0.00010660765901466737,"Rising Growth, Rising Inflation"
2001-08-01,-0.0160255678127629,0.0209646441420725,-0.014639766843224131,-0.0014988479024679972,"Slowing Growth, Falling Inflation"
2001-09-01,-0.0160255678127629,0.0131309594354362,-0.0410056850225161,-0.006037759033067067,"Slowing Growth, Falling Inflation"
2001-10-01,0.010991017914363,0.015318816994607,-0.018331594772635434,-0.007032247590365633,"Slowing Growth, Falling Inflation"
2001-11-01,0.010991017914363,0.0132156815343085,0.004342495477245233,-0.008077952708596736,"Rising Growth, Falling Inflation"
2001-12-01,0.010991017914363,0.0106207506939695,0.0270165857271259,-0.005319226482309831,"Rising Growth, Falling Inflation"
2002-01-01,0.0334543462572964,0.0066593711631879,0.0254988332657284,-0.006306205726883266,"Rising Growth, Falling Inflation"
2002-02-01,0.0334543462572964,0.0067956507834985,0.023981080804330902,-0.005863228441231933,"Rising Growth, Falling Inflation"
2002-03-01,0.0334543462572964,0.0094330824062354,0.0224633283429334,-0.005422381623321069,"Rising Growth, Falling Inflation"
2002-04-01,0.0245082633602322,0.0118770532139864,0.011993524596267534,-0.0007966723292485347,"Rising Growth, Falling Inflation"
2002-05-01,0.0245082633602322,0.0098826026397822,0.0015237208496016695,0.0023723218731160328,"Rising Growth, Rising Inflation"
2002-06-01,0.0245082633602322,0.009362006409068,-0.008946082897064202,0.002744519303304934,"Slowing Growth, Rising Inflation"
2002-07-01,0.0162604572014037,0.0119216351184878,-0.008713323984318969,0.0010201525878725682,"Slowing Growth, Rising Inflation"
2002-08-01,0.0162604572014037,0.0140294631974988,-0.008480565071573739,0.0013734554883501997,"Slowing Growth, Rising Inflation"
2002-09-01,0.0162604572014037,0.0193281667486406,-0.008247806158828502,0.004719200933930199,"Slowing Growth, Rising Inflation"
